1,2,3,4,5,6,7,8,9,10
25.05943244,25.48016604,26.42227441,24.80613188,26.73756934,29.23184629,26.07128722,25.20080401,27.19944928,24.80613188
25.44273534,22.92654228,3.214590414,24.55917234,22.97155351,18.86333719,18.39638116,6.59695328,23.98102962,3.214590414
28.13705232,5.586209507,28.48278228,28.135042,28.88376459,5.658485892,33.60808269,5.064669357,34.00731889,5.064669357
8.910803696,8.396155755,9.23882885,17.02722487,8.114024402,10.65386436,17.39481563,27.12026708,8.510506166,8.114024402
9.280976994,9.604789301,9.413105231,17.4478735,15.75200363,15.64180184,22.63468449,9.846928355,11.23840527,9.280976994
20.71274329,12.17161985,12.90745558,13.37590305,12.36527602,20.99046863,12.39091801,32.05222369,17.77089974,12.17161985
22.68070377,31.73826276,11.08643253,17.09548797,21.27195051,15.6026499,14.38927063,13.06101539,12.98582773,11.08643253
0.527959564,0.339886594,0.295023022,21.48468509,21.52107197,21.31115509,15.02418471,14.66491899,32.15409964,0.295023022
0.913468685,0.905264866,0.416031407,0.405532725,0.974909359,9.251225781,9.206358383,21.14531546,21.13739415,0.405532725
24.67295633,32.8689862,48.0890648,22.91553228,25.96347508,27.22605234,47.38522866,27.25323286,21.6791817,21.6791817
2.427812851,2.079048942,23.04767255,24.1664045,24.25222009,23.64431634,22.38888578,23.48434856,17.11115175,2.079048942
16.17982322,13.70953371,16.52885787,16.233769,15.54031303,15.79305988,4.171703501,15.59141729,22.60995777,4.171703501
21.58484851,27.58019364,25.98727919,16.09192409,16.13096521,5.150264303,21.94646611,26.88132366,23.14094332,5.150264303
31.66471582,0.927423188,21.74117796,31.5454104,31.31574395,21.13230287,20.87801137,31.3013553,3.199609074,0.927423188
25.70727953,23.89906258,24.10290934,23.43489568,23.9381259,23.4298661,23.08589406,24.07727809,22.46841887,22.46841887
22.97223439,22.84102093,22.98429087,22.80824045,23.06010071,22.00755781,25.25806695,23.16673359,24.28678238,22.00755781
24.95563298,29.64934158,23.42562476,23.14665024,23.38953542,22.32541333,24.50165465,21.44176061,25.66664102,21.44176061
19.69349684,18.96368847,24.57335627,20.44564683,19.53156732,31.15232884,24.55263774,17.80811987,16.66621518,16.66621518
24.20203707,24.20694691,23.63034853,35.47131444,22.74412022,24.22513445,23.80272671,22.25486179,24.07989723,22.25486179
9.559320867,10.1729984,10.19497009,6.025511562,11.19523175,9.70625548,11.00786205,12.0087366,10.64295581,6.025511562
21.70100112,21.07952627,20.12077528,21.51999316,19.91794252,18.30378631,21.29789763,21.90435105,22.10202693,18.30378631
23.70775236,25.34946793,26.2366252,24.86355035,23.12566968,26.44963231,26.27098191,26.09436186,22.09498823,22.09498823
1.929619392,1.539045268,1.359072539,17.93250033,2.883853659,1.578958326,15.3590147,17.23190446,16.45453643,1.359072539
7.664766163,22.81989693,9.367102415,8.265418207,8.517977563,7.534820671,4.29362296,9.006662115,22.47255887,4.29362296
45.31092249,45.32021646,45.27428,45.0969081,45.64660172,32.06863466,60.10943475,45.47195989,45.29797229,32.06863466
15.8130952,27.5456893,33.73230104,32.59958595,24.46896105,29.21201951,33.31867915,54.18820655,49.99949737,15.8130952
60.13408504,59.55322511,62.16299666,93.50656833,72.06424925,53.79592577,88.89837378,,,53.79592577
24.6340109,19.26012131,22.5699904,23.97752105,12.0980823,21.09697016,20.10563885,24.9901185,24.56277276,12.0980823
1.46004089,32.5911318,50.30482152,2.218809443,67.387161,2.617460671,3.063646086,51.13871136,58.41087204,1.46004089
19.80638599,9.697389096,8.182180902,10.33009752,36.5077443,35.51674607,36.64829297,9.210578588,6.693363671,6.693363671
2.228135948,3.274994869,2.955033684,8.723932048,6.3998329,26.17002412,20.00337767,3.911887225,5.517532887,2.228135948
36.01608729,48.95027983,49.80604934,49.73824427,20.50410872,13.85412914,75.25062459,73.62031075,47.24591836,13.85412914
125.3706176,119.1563788,125.1863207,125.5667412,126.4805053,117.9782509,107.354445,114.2430921,119.0240174,107.354445
64.66815359,65.5437148,65.0586975,64.9006213,65.91106899,66.29592533,64.66393045,64.48776929,62.31407316,62.31407316
43.0915912,43.24823603,43.24030043,44.09304537,43.48022735,44.30876171,44.88555649,46.44132319,43.36776409,43.0915912
61.62239755,61.35870516,38.55277744,58.45996367,58.57224416,37.97834314,38.70685767,39.13152057,61.32070279,37.97834314
136.6675891,110.5357956,111.2511228,114.0385345,110.8450157,110.3367175,143.3775857,89.12400421,111.3800026,89.12400421
80.79807956,79.87234915,65.99500011,97.62094346,92.36442369,81.57091226,65.84518763,99.97873664,85.49167989,65.84518763
16.79094148,50.66155612,50.86004215,22.67664743,50.81836763,50.66262728,14.84636353,14.07127104,24.26384605,14.07127104
39.60088352,40.6706238,40.63970124,,,,,,,39.60088352
55.07749598,55.34416349,55.32265042,55.30673866,56.86658617,59.73148182,56.7955161,43.53242772,41.98236377,41.98236377
0.886835303,1.10516158,0.686171679,0.341437703,1.043362195,3.422916837,2.609512645,2.680114989,0.723860926,0.341437703
44.0965421,,,,,,,,,44.0965421
43.43137538,44.43284435,44.34758319,36.19866698,34.97793934,44.76674492,44.70520387,38.12343334,44.89257712,34.97793934
66.75557329,66.83829734,66.67571616,67.50549063,70.08979508,68.54697217,70.93850608,68.3040429,70.87566749,66.67571616
114.578815,113.4845802,113.5078176,85.44226875,85.37642014,134.9812241,137.7443585,126.6210329,128.9051198,85.37642014
148.1189934,148.4087097,147.2209596,148.2532195,127.34174,148.0056287,147.3231913,147.5820001,146.0060616,127.34174
74.9813851,49.62371003,58.99977379,75.865525,49.36153376,75.36134306,54.63337215,73.56687646,48.26303541,48.26303541
91.38376434,93.12497614,91.44982029,93.94815486,98.38238203,86.90851922,94.39366122,88.76928664,84.812679,84.812679
29.92341896,29.94375788,30.33280203,31.934729,32.48702532,26.26723688,28.12993776,31.00837642,33.31565314,26.26723688
78.6635789,77.81055093,78.88718263,78.94508179,54.85094051,79.03610294,77.78168497,78.10122157,62.86715797,54.85094051
76.93182659,77.23709628,79.74463896,70.0915928,76.80274528,69.87807945,85.24904868,81.86539049,76.78332173,69.87807945
90.38955898,90.3993972,75.33722443,77.68221168,89.94517807,90.25806749,96.06812601,92.01351898,89.73398627,75.33722443
90.96847173,91.17466673,91.66240556,91.54437965,91.8007513,92.4314297,92.46993344,92.1898063,93.83802353,90.96847173
30.98234659,14.48602994,37.2659355,14.27028961,55.79065637,53.478171,53.45663777,55.7750064,35.61751396,14.27028961
96.97776368,87.57475972,98.07225998,96.39783948,96.63604669,97.02755343,96.23904283,90.10956716,95.24510276,87.57475972
81.20767052,125.9138884,133.3848584,91.5805092,137.337723,92.68465801,107.4083543,107.0779386,134.4361746,81.20767052
57.62584848,54.01431732,51.33460415,46.88898168,49.22222798,45.10842178,62.71885807,47.47819734,31.48063502,31.48063502
93.17783015,80.90214365,91.46482395,80.74083349,79.74631437,80.69445969,95.36976068,95.60425107,92.37964107,79.74631437
84.66286754,85.24346853,84.49525211,83.84137264,79.29913635,84.55833712,84.14550154,82.87858183,85.51912212,79.29913635
8.152128087,10.10556118,8.997725677,15.23853701,9.418598122,8.708532347,7.979811485,8.175380006,18.23864153,7.979811485
75.89727877,94.54533116,95.0222933,74.95123725,57.05097467,75.15136618,75.98950461,76.4562502,90.56902859,57.05097467
70.96822482,62.78750106,37.76213323,39.21138071,70.9706212,54.18179231,76.9233326,38.60283439,70.56861976,37.76213323
31.07684443,30.79234092,25.38440394,27.76331988,24.50075018,29.26403523,28.25967054,27.40208749,26.69907074,24.50075018
16.72187008,16.52624796,25.46898063,24.54913856,16.41142147,24.4806913,24.55112218,16.70781384,18.52920555,16.41142147
42.93655283,42.06950613,41.33609995,46.67973066,46.74850346,74.68762928,45.35304058,78.48989545,63.22479552,41.33609995
20.5764071,21.49304154,24.04690618,21.89535429,24.99254126,38.74011717,19.56713213,38.87349257,31.80357945,19.56713213
