Ligand,Distance1,Distance2,Distance3,Distance4,Distance5,Distance6,Distance7,Distance8,Distance9,Ellipsis
1azg,9.70484141215355,9.564216189236022,18.066580507705773,17.1259867973389,8.99176092685168,17.461744724859585,11.933617960919134,11.02351935198262,15.243835414847194,
1azl,0.6924373871775628,,,,,,,,,
1azm,1.2116073789678037,1.9893370347159145,5.594485134762351,2.1755831828235435,7.818916472150189,10.880888534525536,12.970527768693978,11.525866007610215,8.273518046012368,
1b05,0.9708325048122358,7.118521341261821,2.437654073489509,5.628975442618311,,,,,,
1b0f,4.108370309059741,2.68346897656407,3.92440567637028,12.491492304009812,12.032701609846017,10.173728006800832,2.9676354704086,10.609161518845612,12.130621445465266,
1b0h,0.601418820985255,1.940654822551944,6.252515424140723,,,,,,,
1b11,6.615437138285426,7.575392897521434,6.917120131130068,8.982681466645253,10.051623598823438,0.7608795683784376,9.799417443847766,2.0559208293034144,4.380040519046012,
1b1h,0.3756146103173718,6.631298792043293,1.246955251544673,6.586837597032238,,,,,,
1b2h,0.6412167617549905,1.3425664234895354,6.86438197374545,2.294246350555458,,,,,,
1b2i,1.1753919412070792,1.25336290761368,4.7018714523629255,4.605339389329422,4.120540715621059,3.914372213453205,9.172291423580637,10.323791074019272,3.7279334058137112,
1b2m,0.7729017475102175,2.2599389182780643,3.7296015329184726,3.4239438729019214,6.436992331421766,6.488009596203969,4.001301705097653,5.694023504823129,7.135862341051345,
1b32,0.6397483622777297,6.843531152387904,5.970196209102778,,,,,,,
1b38,1.1776804166967232,1.8656334613900087,2.0186953490455326,2.0585458522477587,3.8986299684177728,3.0671609397491,7.433586763315669,7.873967408369463,,
1b39,2.0321073413513844,0.9472384286150772,2.53797895953301,3.180930602471851,3.779708550464125,6.013082024810303,3.0771862066379048,4.041752503915006,6.226318526975217,
1b3f,0.5314536356979335,5.6734426217609535,6.706608219407236,2.0691037873336904,7.640122387492367,,,,,
1b3g,0.4131729953349737,7.002900227604116,1.6614493672694333,5.689463776529775,,,,,,
1b3h,0.4998944298549447,5.6523420408712,6.258542920787021,6.5731105413140085,6.638783668639912,,,,,
1b3l,1.1010415444517505,7.411778585995813,3.4217737227299554,,,,,,,
1b40,0.8112573857907242,5.682601266174967,6.6197461182435084,7.775718829900337,5.956524112825085,,,,,
1b42,0.921984173597159,2.487933669278036,2.1983299080314254,3.5092115022142405,3.026896048760181,3.292724416180177,3.383143716615173,4.636130122987569,4.35494679646032,
1b46,0.5805337570520109,,,,,,,,,
1b4d,0.4129747003847746,,,,,,,,,
1b4h,0.5411426017092126,6.999199354953724,,,,,,,,
1b4z,0.6702074584838694,6.771906066761192,1.6692026762632646,,,,,,,
1b51,0.44097172834548,7.27790712883862,1.994558159593247,,,,,,,
1b52,0.3890706861820275,7.172801144708981,1.7527470505115466,,,,,,,
1b55,0.8846222779485364,1.4148502173375102,5.532211075794457,3.4720093585806238,5.18529517047969,4.306359644840906,3.665754490064572,6.495914519609339,4.49059646555205,
1b56,5.403212079762268,5.498868713906324,5.78190511269618,4.046391788783351,4.306023985199237,1.7110677019205167,2.672577972669835,4.936188515331328,4.909600501342017,
1b57,1.2924830246467458,12.507858905384246,12.703384033477064,13.132404299327671,4.562100257776017,12.64196087879566,13.31595503435634,10.181914564609151,11.27094781160839,
1b58,0.5970733269389412,5.840076536838283,,,,,,,,
1b5g,1.37711498575827,2.6370196380099253,7.538713943753935,8.52533075573904,9.865577297553347,10.11286372546125,9.69856804372429,8.56390052976738,8.149498936483765,
1b5h,0.4858618371512623,1.422539123117533,7.085757145598486,,,,,,,
1b5i,0.8799423928955891,6.790025680691086,,,,,,,,
1b5j,0.6027554064460975,6.733767624125018,1.8276285504914365,,,,,,,
1b6h,0.4682224323479667,7.048568899019912,,,,,,,,
1b6j,0.5739488185600967,2.8473354358209417,3.2699245319569497,11.33306642029132,11.482690798985317,11.137220495184934,3.522147730622117,3.215698638598728,,
1b6k,0.6768628266661193,2.026159140555633,3.930934342247556,3.595752531353442,3.6454309866976646,10.848571794997923,,,,
1b6l,0.2931851703319322,,,,,,,,,
1b6m,0.5075954690819827,3.5214192424923434,,,,,,,,
1b6p,0.6826218888411065,11.082721527421638,10.77570863533075,3.780246707226924,2.0899523328395957,10.800510624541475,3.584596329202681,10.755341273845056,11.512534505467652,
1b74,5.513604737011894,6.37847663012102,4.842724745326747,4.322621542536427,5.564081830634772,7.029060816638308,3.853318443497761,2.9311957539543485,5.86291775500902,
1b7h,0.9321819292709228,6.659101309764232,1.3606382264707009,5.819226120020249,,,,,,
1b8n,0.1433330893408765,2.4979209685256243,5.722743746010302,5.992253729441036,,,,,,
1b8o,0.3714687144154574,2.0698334844034902,2.5698218982932217,5.575297751406834,5.542225613842948,,,,,
1b8y,0.6878083747560909,1.6010632463604155,2.2893783000564216,10.456680062248765,4.226585514109105,,,,,
1b9j,0.6190169479520342,6.955496910704139,5.757331876833226,,,,,,,
1b9s,0.5734042789715268,6.582306962210279,1.5836189604525333,4.144425799966573,6.704085557827156,4.73304630343674,5.00735633952212,5.817868975099781,5.570253602887052,
1b9t,0.6291410624984984,5.38110419919636,2.124456600700723,2.949753831143851,5.365167358182255,2.302150890117668,1.5223310406712809,4.050080007851697,3.176302529535,
1b9v,1.1664244052659396,0.7562785798897119,4.311854141039559,2.16864938798322,2.28955000452054,4.928569012563383,6.017700758429253,5.183907639802236,5.122193600675399,
1ba8,7.460393210062724,7.547975540086892,7.315453521420425,10.568050309630202,8.221524272526963,9.206443560694323,7.0540828313954105,7.516142575795612,6.680783112826295,
1bai,14.067800754607427,14.820106285814328,14.550399663606036,14.116553372435968,6.526977749987611,13.055120549698753,5.745169869130648,6.672452105435702,14.939318495433453,
1bap,0.1841963463264133,2.9208860171187783,2.8150937520800268,2.185224110703522,3.5488034615909627,2.8723528561094303,2.6673598094370394,2.890439037931781,1.6309027356038124,
1bb0,4.752282675064088,4.130598768943796,4.651874249098805,3.716704606925719,3.7069101988043895,2.51594392226854,4.101779360960314,3.967847006951178,3.637417668778615,
1bbz,0.5928764223118786,2.047519161391821,4.320373971884069,3.1549406278829824,7.893979307936735,4.680465572426173,4.8034849223732,,,
1bcd,1.7268751670285842,0.920777343471265,1.5382200496840497,1.6381183229547245,1.7053641301053566,2.5942087996632037,2.171804051359146,2.4811361860546874,2.804210451936516,
1bcj,0.6286735167530649,5.846705163480254,4.181198577122753,3.7579079911567823,3.72548905263904,2.52940829760638,3.2128103603128118,4.612032924788519,10.41774304373713,
1bcu,0.8234563907700273,0.4935110035500726,3.463359409861327,3.3948437871829977,3.0030267491732405,1.8682454646673168,3.73343905677125,2.695184677809668,2.668376844403728,
1bdl,8.431491105662854,7.692654445355063,4.2143944150847386,7.718832271738439,4.594712219832372,3.456746786154541,6.789612278194178,3.747260826770156,6.679434870268131,
1bdq,0.9561611127784604,3.527481467940925,2.2466271491236567,3.6385573357990975,9.035631060532037,3.423322035047393,9.634283382315948,3.697406558726376,5.919410772240158,
1bdr,0.8200675982143341,9.735920081209189,9.172820810304142,3.478318123380306,3.5713137842234777,5.147348029985429,9.029562579276856,8.967690993126666,9.289318102944495,
1bgo,7.76085943156237,7.546961184905524,9.565402763498314,9.61153440142134,12.112111049154842,11.047363746587315,13.12739931279791,10.886310156230486,8.408723603094305,
1bgq,0.1645653924736301,2.377093079540639,6.460176379666425,6.087022725372396,5.446596210001252,5.37732090956082,6.005376444187325,6.0135526345414165,6.265691267242587,
1bhf,0.9294195495636572,2.831985260907973,12.072403668192088,11.244457742797362,9.698568974269692,11.751574208429362,6.376201911761857,11.628836684638753,7.42946908512909,
1bhx,0.322116605815247,2.052711359279752,6.001925318246342,6.365290670782315,6.181355271793479,4.201807363811512,5.69663983024062,4.425599637264406,2.826266281030562,
1bil,0.5205416200672353,4.856308856391515,5.096420153052969,6.364442011100946,4.414982270481578,6.5270202923437175,6.501113319475878,6.788441323766615,7.230506298885453,
1bim,2.286244176312086,8.176614091106645,6.629164202711503,3.490409039200168,8.180921605131193,7.576986066725268,7.580744310529667,8.685995770605507,9.432413519262823,
1bio,3.483740221211807,2.706963961094913,3.568947293748614,4.5156933269801804,3.041139048302644,4.150692571527471,10.706009949660157,8.217715329498015,9.112375389301931,
1biw,7.403970839889298,8.014960088957785,6.725407379482674,1.086030692396667,9.21758876500192,3.3955111360695622,6.9090843787801175,6.479744805851966,6.602969409732418,
1bji,0.3936817051883402,1.845563955233506,3.935592562617295,7.454987688334185,6.770649315585828,,,,,
1bjr,10.462990575749092,10.502648542408584,9.502487811348216,10.002386794839092,10.034391553400948,8.585493126042408,10.284057600749604,10.727994294077062,9.765952422063094,
1bju,0.7452923161417941,3.976529711318652,8.537155890283369,5.117433715105649,6.082774880718503,2.508628513251813,7.583644325388685,7.810325069483343,2.0417925533706893,
1bjv,6.984920682716888,7.051519369174715,4.398804687683305,0.5041193639178356,7.764531376616461,8.208541062398172,7.9098055246685375,9.59677975547006,8.131704603823614,
1bkj,0.8149472407225453,4.592902516471089,3.2969947952643177,7.077331974760528,,,,,,
1bkm,4.156087288192245,1.395187976232733,5.279507198801335,2.3197046926752365,2.122075646108045,4.485380597142178,4.007177506035645,4.259346914555867,3.5621797029141664,
1bky,0.8562758018821333,3.3043939609085484,1.2541811946002417,3.928843104669759,4.498043667220475,3.3536961019812823,4.042255712264296,6.071380773486923,3.891116676625248,
